table_index,Qual.,Player,Team,Class,POS,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS,K%,BB%,K:BB,ISO,BABIP,wOBA,wRC,wRAA,wRC+,GB%,LD%,FB%,PU%,HR/FB%,W,L,ERA,APP,GS,CG,SHO,SV,IP,ER,K-BB%,WHIP,FIP,xFIP,SIERA,LOB%
5,,Jacey Schuler,Michigan State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Carsyn Cassady,Michigan State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Rylie Burney,Morehead State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Sierra Ouellette,Nicholls State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Katie Simon,North Alabama,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Macie Hunolt,North Florida,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Taylor Cook,North Florida,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Brooklynn Stohler,Northwestern State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Brianne Weiss,Notre Dame,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Kenna Bommarito,Oakland,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Ally Meyers,Ohio,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Anna Wise,Louisville,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Grace Hornbuckle,Omaha,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Alexa Lewis,Pacific,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Ainsley Pemberton,Pennsylvania,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Bekah Duck,Pittsburgh,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Gwen Sparks,Pittsburgh,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Delaney Hoyle,West Georgia,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Brooke Gerry,Rhode Island,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Gabi Rodriguez,Rider,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Ella Harrison,Auburn,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Kelsey Hoekstra,Rutgers,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Avery Arwood,SIU Edwardsville,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Carah Sweet,Montana,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Ella Thurman,Saint Mary’s,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Olivia Treece,Samford,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Cari Ferguson,Santa Clara,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Sydney Scapin,South Alabama,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Kooper Barnes,Queens (NC),GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Madison Evans,South Dakota,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Campbell German,South Dakota,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Kylie Witthaus,Southern Indiana,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Ava Lomelin,St. Bonaventure,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Mackenzie Frani,St. Bonaventure,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Zoe Prystajko,Stanford,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Kennedy Temples,Stetson,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Ava Braswell,Stetson,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Hayley Arnold,Stetson,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Addison Abell,Tennessee Tech,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Kylie Wilson,Texas Southern,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Olivia Trombley,Towson,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Lynsie Herman,UNC Wilmington,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Yanina Sherwood,UNLV,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Anne Long,South Florida,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Kynlee Bowlin,UT Arlington,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Madi McDonnell,UT Arlington,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Natalie Kreuziger,Tennessee-Martin,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Reagan Stoudt,UTSA,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Shelbee Jones,Utah,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Hailey Maestretti,Utah,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Lexi Kobryn,Villanova,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Morgan Reimer,Washington,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Amanda Fulton,Western Carolina,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,AG Batson,Western Carolina,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Ava Sliger,Wichita State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Ryley Nihart,Wichita State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Natalya Salo,Wofford,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Kelsey Ogin,Youngstown State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Katie Rhodes,New Haven,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Peyton Sullivan,New Haven,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Rylan Gick,Eastern Illinois,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Isabella O'Brien,Youngstown State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Gracie Granate,Central Connecticut,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Kaylanie Rodriguez,Delaware State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Marissa Barnes,East Tennessee State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Eden Muncy,East Tennessee State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Catlin Pennington,East Tennessee State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Kate Ridgway,Evansville,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Yazmyn Stewart,Prairie View,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Zoe Roland,Grambling,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Ava Lester,Hampton,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Danner Allen,Liberty,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Aiko Conaway,Howard,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Maddie Veal,Marshall,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Izzy Bonacci,Monmouth,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Jenna Martin,Niagara,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Lauren Hardy,North Carolina A&T,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Simone Mack,North Carolina Central,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Tehya Armstrong,North Dakota,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Unity Nelson,North Dakota,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Dakota Redmon,Radford,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Madison Sabo,Radford,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Peyton Tanner,Baylor,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Erin Nuwer,Tennessee,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Samantha Lincoln,Texas Tech,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Lauren Mendez,UC Riverside,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Ava Fairbanks,Long Island,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Bree Barner,UC Riverside,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Josie Crossman,Delaware,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Sadie Ross,Baylor,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Olivia Bauer,Boise State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Julianne Rose,Boise State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Bailey Kendziorski,Boston College,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Morgan Beckham,Bowling Green,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Kinsley Robertson,Bradley,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Madison Wendel,Bowling Green,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Violet Marta,Siena,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Ava Bradshaw,Duke,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Gabriella Mike,Liberty,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Hailey Shuler,BYU,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Jamie Sencion,Fairleigh Dickinson,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Jazzy Francik,Florida State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Abbey Lane,George Mason,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Ella Troutt,Indiana,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Nevaeh Brown,Houston,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Jorgina Gant,Jackson State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Hailey Strunk,Central Connecticut,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Jacy Harrelson,Jacksonville,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Mallory Wheeler,Duke,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Bethaney Noble,Louisiana,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Jericho Tate,Memphis,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Lyrical Bennett,Bellarmine,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Kat Meyers,Michigan,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Cameryn Ortega,Montana,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Karlye Graber,Murray State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Morgan Vertz,Northern Iowa,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Kassandra Gewecke,Rutgers,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Layna Gerhard,California,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Lorin Boutte,Ohio State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Miali Guachino,Oklahoma,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Keala Hollenkamp,Princeton,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Taylor Peacock,California,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Rachael Schumann,Seton Hall,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Kaytee Dahlstrom,Pacific,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Kayla Giardina,Southern Miss,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Jailynn Banda,Long Beach State,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
5,,Shelby Schultz,Tarleton,GR,,,.123,.123,.123,,,,,,,,,,,,,,,12.3,1.2,1.23,,.123,,,,,,,,,,,,1.23,,,,,,,,12.3,1.23,1.23,1.23,1.23,1.23
